process_name,lifecycle_stage,category_path,location,unit,ref_flow,description,material_tags,semantic_text,Agricultural land occupation,Climate change,Fossil depletion,Freshwater ecotoxicity,Freshwater eutrophication,Human toxicity,Ionising radiation,Marine ecotoxicity,Marine eutrophication,Metal depletion,Natural land transformation,Ozone depletion,Particulate matter formation,Photochemical oxidant formation,Terrestrial acidification,Terrestrial ecotoxicity,Urban land occupation,Water depletion
"Bentonite granular, sodium activated, Production at plant, 1000 kg of bentonite sodium activated granular with a particle size ranging from 0.5 to 5 mm and a moisture content ranging between 8 and 13%, stored in silo, ready to be shipped in bulk., none",Transport & Packaging,Materials production > Other mineral materials,RER,kg,Na-activated bentonite granular,,other,"Process: Bentonite granular, sodium activated, Production at plant, 1000 kg of bentonite sodium activated granular with a particle size ranging from 0.5 to 5 mm and a moisture content ranging between 8 and 13%, stored in silo, ready to be shipped in bulk., none | Category: Materials production > Other mineral materials | Lifecycle Stage: Transport & Packaging | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: Na-activated bentonite granular | Description:  | Water depletion: 1.4096 | Freshwater ecotoxicity: 0.0312 | Marine ecotoxicity: 0.04 | Ozone depletion: 0.0 | Marine eutrophication: 0.0535 | Human toxicity: 3.1508 | Particulate matter formation: 0.2602 | Terrestrial acidification: 0.8064 | Climate change: 169.5727 | Terrestrial ecotoxicity: 0.0014 | Photochemical oxidant formation: 0.6889 | Ionising radiation: 92.0594 | Metal depletion: 0.6703 | Freshwater eutrophication: 0.0003",0.0,169.57268811,0.0,0.03116544,0.00032015,3.15080822,92.05943954,0.03996804,0.05349866,0.67034784,0.0,4e-08,0.26024703,0.68890177,0.8063839,0.00135592,0.0,1.40957851
"Excavator, technology mix, 500 kW, Mining",Raw Materials,Transport services > Other transport,GLO,kg,excavated material,,other,"Process: Excavator, technology mix, 500 kW, Mining | Category: Transport services > Other transport | Lifecycle Stage: Raw Materials | Location: GLO | Materials: other | Unit: 1 kg | Reference Flow: excavated material | Description: ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,NO,MJ,process steam from light fuel oil,,other,"Process: Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: NO | Materials: other | Unit: 1 MJ | Reference Flow: process steam from light fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0002 | Particulate matter formation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0876 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.08761948,0.0,3.1e-07,1e-08,0.00024181,9.02e-06,2.258e-05,3.3e-06,7.82e-06,0.0,0.0,3.428e-05,0.00011602,0.00011665,3e-07,0.0,9e-07
"Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,RO,MJ,process steam,,natural gas,"Process: Process steam from natural gas 90%, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: RO | Materials: natural gas | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0003 | Particulate matter formation: 0.0 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.0769 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0001 | Metal depletion: 0.0002 | Natural land transformation: -0.0",1.096e-05,0.07689619,0.0,3.29e-06,0.0,0.00025311,0.00014818,3.3e-06,5.97e-06,0.00015673,-1.4e-07,0.0,4.289e-05,0.00016256,0.00011066,9e-08,1.643e-05,4.726e-05
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,AT,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: AT | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0013 | Particulate matter formation: 0.0001 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0002 | Climate change: 0.1067 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",5.21e-06,0.1067346,0.0,5.92e-06,2e-08,0.00125907,4.479e-05,1.252e-05,5.2e-06,7.828e-05,-3e-08,0.0,6.704e-05,0.00014832,0.00024613,6.7e-07,7.82e-06,2.947e-05
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,DE,MJ,process steam from heavy fuel oil,,other,"Process: Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: DE | Materials: other | Unit: 1 MJ | Reference Flow: process steam from heavy fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0022 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0002 | Climate change: 0.1009 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0002 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.10089496,0.0,4.28e-06,4.5e-07,0.00222259,0.00022147,3.706e-05,4.04e-06,3.718e-05,0.0,0.0,6.59e-05,0.00010805,0.00024661,2.09e-06,0.0,3.25e-06
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,LT,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: LT | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0002 | Marine eutrophication: 0.0 | Human toxicity: 0.01 | Particulate matter formation: 0.0002 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0007 | Climate change: 0.1084 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0002 | Ionising radiation: 0.0003 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",1.14e-05,0.10836903,0.0,1.161e-05,2e-08,0.00997177,0.00033457,0.00015928,4.97e-06,0.0001268,-5e-08,0.0,0.00017678,0.00018856,0.00071908,1.397e-05,1.71e-05,5.659e-05
"Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,DE,MJ,process steam,,other,"Process: Process steam from Light fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: DE | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0008 | Particulate matter formation: 0.0 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0001 | Climate change: 0.1017 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0001 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",6.61e-06,0.10165004,0.0,5.92e-06,1e-08,0.00077202,0.00014359,4.392e-05,4.31e-06,7.712e-05,-5e-08,0.0,3.636e-05,0.00011956,0.00011756,1.5e-07,9.92e-06,3.572e-05
"Steel hot dip galvanized (ILCD), production mix, at plant, blast furnace route, 1kg, typical thickness between 0.3 - 3 mm. typical width between 600 - 2100 mm.",Raw Materials,Materials production > Metals and semimetals,GLO,kg,Steel hot-dip galvanised coil,,steel,"Process: Steel hot dip galvanized (ILCD), production mix, at plant, blast furnace route, 1kg, typical thickness between 0.3 - 3 mm. typical width between 600 - 2100 mm. | Category: Materials production > Metals and semimetals | Lifecycle Stage: Raw Materials | Location: GLO | Materials: steel | Unit: 1 kg | Reference Flow: Steel hot-dip galvanised coil | Description:  | Water depletion: 0.0016 | Freshwater ecotoxicity: 0.0003 | Marine ecotoxicity: 0.0004 | Ozone depletion: 0.0 | Marine eutrophication: 0.0002 | Human toxicity: 0.123 | Particulate matter formation: 0.003 | Terrestrial acidification: 0.0062 | Climate change: 2.5248 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0053 | Ionising radiation: 0.0366 | Metal depletion: 1.3329 | Freshwater eutrophication: 0.0",0.0,2.52481505,0.0,0.00033318,1.79e-06,0.122994,0.03659533,0.00036022,0.000216,1.33293016,0.0,3e-08,0.00304623,0.00528945,0.00624753,4.7e-05,0.0,0.00155549
"Naphtha, consumption mix, at refinery, from crude oil",Raw Materials,Materials production > Organic chemicals,EU-15,kg,naphtha,,crude oil,"Process: Naphtha, consumption mix, at refinery, from crude oil | Category: Materials production > Organic chemicals | Lifecycle Stage: Raw Materials | Location: EU-15 | Materials: crude oil | Unit: 1 kg | Reference Flow: naphtha | Description:  | Water depletion: 0.0003 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.001 | Ozone depletion: 0.0 | Marine eutrophication: 0.0001 | Human toxicity: 0.0148 | Particulate matter formation: 0.0006 | Terrestrial acidification: 0.0024 | Climate change: 0.4428 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0016 | Ionising radiation: 0.0088 | Metal depletion: 0.0008 | Freshwater eutrophication: 0.0",0.0,0.44277555,0.0,8.669e-05,1.138e-05,0.01481997,0.00882986,0.00102649,5.515e-05,0.00083209,0.0,1e-08,0.00063389,0.00163303,0.00242465,1.431e-05,0.0,0.00027029
"Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV",Product-as-a-Service,Energy carriers and technologies > Electricity,UCTE,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, 1kV - 60kV | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: UCTE | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.0015 | Freshwater ecotoxicity: 0.0002 | Marine ecotoxicity: 0.0001 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0189 | Particulate matter formation: 0.001 | Terrestrial acidification: 0.0035 | Climate change: 0.5657 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0012 | Ionising radiation: 0.1707 | Metal depletion: 0.0002 | Freshwater eutrophication: 0.0",0.0,0.56573485,0.0,0.0001773,6e-07,0.01893941,0.17073677,0.00011584,4.25e-05,0.00018651,0.0,1.4e-07,0.0009513,0.00124846,0.00352719,1.268e-05,0.0,0.00148215
"Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency",Product-as-a-Service,Energy carriers and technologies > Heat and steam,FR,MJ,process steam,,other,"Process: Process steam from Heavy fuel oil 90 %, consumption mix, at power plant, heat plant, MJ, 90 % efficiency | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: FR | Materials: other | Unit: 1 MJ | Reference Flow: process steam | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0018 | Particulate matter formation: 0.0002 | Urban land occupation: 0.0 | Agricultural land occupation: 0.0 | Terrestrial acidification: 0.0007 | Climate change: 0.1096 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0003 | Ionising radiation: 0.0006 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0 | Natural land transformation: -0.0",4.34e-06,0.10957984,0.0,4.97e-06,3e-08,0.00179503,0.00060614,4.8e-05,9.02e-06,6.256e-05,-2e-08,0.0,0.00018351,0.00028702,0.00068623,2.04e-06,6.51e-06,3.086e-05
"Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,BG,MJ,process steam from heavy fuel oil,,other,"Process: Process steam from heavy fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: BG | Materials: other | Unit: 1 MJ | Reference Flow: process steam from heavy fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0004 | Marine eutrophication: 0.0 | Human toxicity: 0.0199 | Particulate matter formation: 0.0004 | Terrestrial acidification: 0.0017 | Climate change: 0.0981 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0005 | Ionising radiation: 0.0003 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0",0.0,0.0980541,0.0,2.106e-05,8e-07,0.01988125,0.00026055,0.00036711,1.532e-05,6.979e-05,0.0,0.0,0.00043454,0.00051359,0.00166534,3.058e-05,0.0,6.79e-06
"Polyvinylchloride resin (B-PVC), production mix, at plant, bulk polymerisation",Raw Materials,Materials production > Plastics,RER,kg,polyvinylchloride resin (B-PVC),,other,"Process: Polyvinylchloride resin (B-PVC), production mix, at plant, bulk polymerisation | Category: Materials production > Plastics | Lifecycle Stage: Raw Materials | Location: RER | Materials: other | Unit: 1 kg | Reference Flow: polyvinylchloride resin (B-PVC) | Description:  | Water depletion: 0.0222 | Freshwater ecotoxicity: 0.0001 | Marine ecotoxicity: 0.0002 | Marine eutrophication: 0.0001 | Human toxicity: 0.3631 | Particulate matter formation: 0.0019 | Terrestrial acidification: 0.0049 | Climate change: 1.6601 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0052 | Metal depletion: 0.0071 | Freshwater eutrophication: 0.0",0.0,1.66010622,0.0,5.871e-05,2.145e-05,0.36307319,0.0,0.00020632,0.00014107,0.00711091,0.0,0.0,0.00187829,0.00518158,0.00490879,2.432e-05,0.0,0.02220248
"Electricity Mix, consumption mix, at consumer, AC, 230V",Product-as-a-Service,Energy carriers and technologies > Electricity,BE,MJ,electricity mix,,other,"Process: Electricity Mix, consumption mix, at consumer, AC, 230V | Category: Energy carriers and technologies > Electricity | Lifecycle Stage: Product-as-a-Service | Location: BE | Materials: other | Unit: 1 MJ | Reference Flow: electricity mix | Description:  | Water depletion: 0.0018 | Freshwater ecotoxicity: 0.0003 | Marine ecotoxicity: 0.0001 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0079 | Particulate matter formation: 0.0003 | Terrestrial acidification: 0.001 | Climate change: 0.4117 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0008 | Ionising radiation: 0.3024 | Metal depletion: 0.0001 | Freshwater eutrophication: 0.0",0.0,0.41171121,0.0,0.00029799,1.7e-07,0.0079316,0.30240437,9.073e-05,3.465e-05,0.00010492,0.0,2.5e-07,0.00034275,0.00083841,0.00104637,7.76e-06,0.0,0.00177967
"Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ",Product-as-a-Service,Energy carriers and technologies > Heat and steam,LT,MJ,process steam from light fuel oil,,other,"Process: Process steam from light fuel oil, consumption mix, at plant, heat plant, MJ | Category: Energy carriers and technologies > Heat and steam | Lifecycle Stage: Product-as-a-Service | Location: LT | Materials: other | Unit: 1 MJ | Reference Flow: process steam from light fuel oil | Description:  | Water depletion: 0.0 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0004 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0003 | Climate change: 0.0935 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0003 | Ionising radiation: 0.0002 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.09348215,0.0,2.2e-06,3e-07,0.0004013,0.00023317,2.609e-05,9.82e-06,2.702e-05,0.0,0.0,9.086e-05,0.00026795,0.0002845,3.7e-07,0.0,8.41e-06
"Compressed air, production mix, 7 bar, low efficiency, high power consumption",Raw Materials,Energy carriers and technologies > Mechanical energy,GLO,m3,compressed air,,other,"Process: Compressed air, production mix, 7 bar, low efficiency, high power consumption | Category: Energy carriers and technologies > Mechanical energy | Lifecycle Stage: Raw Materials | Location: GLO | Materials: other | Unit: 1 m3 | Reference Flow: compressed air | Description: ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Compressed air, production mix, at plant, 7 bar, high efficiency, low power consumption",Raw Materials,Energy carriers and technologies > Mechanical energy,EU-27,m3,compressed air,,other,"Process: Compressed air, production mix, at plant, 7 bar, high efficiency, low power consumption | Category: Energy carriers and technologies > Mechanical energy | Lifecycle Stage: Raw Materials | Location: EU-27 | Materials: other | Unit: 1 m3 | Reference Flow: compressed air | Description:  | Water depletion: 0.0001 | Freshwater ecotoxicity: 0.0 | Marine ecotoxicity: 0.0 | Ozone depletion: 0.0 | Marine eutrophication: 0.0 | Human toxicity: 0.0018 | Particulate matter formation: 0.0001 | Terrestrial acidification: 0.0004 | Climate change: 0.0564 | Terrestrial ecotoxicity: 0.0 | Photochemical oxidant formation: 0.0001 | Ionising radiation: 0.0165 | Metal depletion: 0.0 | Freshwater eutrophication: 0.0",0.0,0.0564387,0.0,1.712e-05,5e-08,0.00179075,0.01649619,1.145e-05,4.4e-06,1.754e-05,0.0,1e-08,9.897e-05,0.00013049,0.00036777,1.25e-06,0.0,0.0001463
